Entry Number,Broker Reference,Customer Name,Customer Code,Entry Filed Date,Release Date,Summary Date,Port of Entry,Port of Lading,Mode of Transport,Carrier,Bill of Lading,Container Number,Country of Origin Code,Country of Origin,MID,Invoice Tariff Line,Invoice Tariff - HTS Code,Invoice Tariff - Description,Invoice Line - Units,Invoice Line - UOM,Invoice Tariff - Entered Value,Invoice Tariff - Duty Rate (%),Invoice Tariff - Duty,Section 301 Code,Section 301 Duty,IEEPA Code,IEEPA Duty,MPF,HMF,"Total Duty, Taxes, Fees & Penalties",On Hold,Hold Reason,Pay Type,Entry Type
59561800473,BQMJ75176947899,Meridian Home Furnishings,MHF,2025-03-22,2025-03-22,2025-04-03,2809 (Long Beach),CNSHA (Shanghai),Ocean,CMA CGM,MSKU4044882,ZLVZ8885465,CN,China,CNJIR31079,3,9401.71.0011,Upholstered metal-frame seating,1546,NMB,78006.69,0.0,0.0,9903.88.15,5850.5,9903.01.25,15601.34,270.22,97.51,21819.57,No,,Statement,01 - Consumption
59561800505,BQMJ94310303682,Pacific Coast Apparel,PCA,2024-12-10,2024-12-13,2024-12-25,1001 (New York/Newark),VNSGN (Ho Chi Minh),Ocean,CMA CGM,MSKU1229419,OCZX8741810,VN,Vietnam,VNYQE48254,1,6204.62.4011,"Women's trousers, cotton",3413,DOZ,125291.23,16.6,20798.34,,0.0,,0.0,434.01,156.61,21388.96,No,,Statement,06 - FTZ
59561800505,BQMJ94310303682,Pacific Coast Apparel,PCA,2024-12-10,2024-12-13,2024-12-25,1001 (New York/Newark),VNSGN (Ho Chi Minh),Ocean,CMA CGM,MSKU1229419,OCZX8741810,VN,Vietnam,VNYQE48254,2,6104.63.2006,"Women's trousers, synthetic, knitted",1194,DOZ,57846.11,28.2,16312.6,,0.0,,0.0,200.38,72.31,16585.29,No,,Statement,01 - Consumption
59561800505,BQMJ94310303682,Pacific Coast Apparel,PCA,2024-12-10,2024-12-13,2024-12-25,1001 (New York/Newark),VNSGN (Ho Chi Minh),Ocean,CMA CGM,MSKU1229419,OCZX8741810,VN,Vietnam,VNYQE48254,3,6204.62.4011,"Women's trousers, cotton",3409,DOZ,51311.35,16.6,8517.68,,0.0,,0.0,177.74,64.14,8759.56,No,,Daily,01 - Consumption
59561800505,BQMJ94310303682,Pacific Coast Apparel,PCA,2024-12-10,2024-12-13,2024-12-25,1001 (New York/Newark),VNSGN (Ho Chi Minh),Ocean,CMA CGM,MSKU1229419,OCZX8741810,VN,Vietnam,VNYQE48254,4,6204.62.4011,"Women's trousers, cotton",2455,DOZ,125702.65,16.6,20866.64,,0.0,,0.0,435.43,157.13,21459.2,No,,Daily,01 - Consumption
59561800554,BQRS43060504030,Pacific Coast Apparel,PCA,2024-12-26,2024-12-28,2025-01-08,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,MSC,MSKU7891662,BTSV7477326,VN,Vietnam,VNZUQ29936,1,6110.20.2079,"Cotton pullovers, knitted",1044,DOZ,75592.53,16.5,12472.77,,0.0,,0.0,261.85,94.49,12829.11,No,,Statement,06 - FTZ
59561800554,BQRS43060504030,Pacific Coast Apparel,PCA,2024-12-26,2024-12-28,2025-01-08,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,MSC,MSKU7891662,BTSV7477326,VN,Vietnam,VNZUQ29936,2,6110.20.2079,"Cotton pullovers, knitted",4318,DOZ,136611.03,16.5,22540.82,,0.0,,0.0,473.22,170.76,23184.8,Yes,CBP Exam,Daily,01 - Consumption
59561800554,BQRS43060504030,Pacific Coast Apparel,PCA,2024-12-26,2024-12-28,2025-01-08,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,MSC,MSKU7891662,BTSV7477326,VN,Vietnam,VNZUQ29936,3,6110.20.2079,"Cotton pullovers, knitted",3856,DOZ,117338.03,16.5,19360.77,,0.0,,0.0,406.46,146.67,19913.9,No,,Daily,01 - Consumption
59561800554,BQRS43060504030,Pacific Coast Apparel,PCA,2024-12-26,2024-12-28,2025-01-08,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,MSC,MSKU7891662,BTSV7477326,VN,Vietnam,VNZUQ29936,4,6204.62.4011,"Women's trousers, cotton",4381,DOZ,57311.4,16.6,9513.69,,0.0,,0.0,198.53,71.64,9783.86,No,,Daily,01 - Consumption
59561800602,BQMJ26632601180,Summit Athletic Gear,SAG,2025-03-09,2025-03-11,2025-03-19,1701 (Charleston),CNSHA (Shanghai),Ocean,ONE,MSKU6024207,XBUH7288789,CN,China,CNLGK99364,1,6116.93.8800,"Synthetic fiber gloves, knitted",1444,DOZ/PRS,12305.77,18.6,2288.87,9903.88.03,3076.44,9903.01.25,2461.15,42.63,15.38,7884.47,No,,Statement,01 - Consumption
59561800602,BQMJ26632601180,Summit Athletic Gear,SAG,2025-03-09,2025-03-11,2025-03-19,1701 (Charleston),CNSHA (Shanghai),Ocean,ONE,MSKU6024207,XBUH7288789,CN,China,CNLGK99364,2,6211.33.0056,"Men's track suits, man-made fibers",2090,DOZ,69205.79,16.0,11072.93,9903.88.15,5190.43,9903.01.25,13841.16,239.73,86.51,30430.76,No,,Statement,01 - Consumption
59561800602,BQMJ26632601180,Summit Athletic Gear,SAG,2025-03-09,2025-03-11,2025-03-19,1701 (Charleston),CNSHA (Shanghai),Ocean,ONE,MSKU6024207,XBUH7288789,CN,China,CNLGK99364,3,6211.33.0056,"Men's track suits, man-made fibers",2840,DOZ,148153.93,16.0,23704.63,9903.88.15,11111.54,9903.01.25,29630.79,513.21,185.19,65145.36,No,,Daily,01 - Consumption
59561800602,BQMJ26632601180,Summit Athletic Gear,SAG,2025-03-09,2025-03-11,2025-03-19,1701 (Charleston),CNSHA (Shanghai),Ocean,ONE,MSKU6024207,XBUH7288789,CN,China,CNLGK99364,4,6116.93.8800,"Synthetic fiber gloves, knitted",3161,DOZ/PRS,128073.65,18.6,23821.7,,0.0,9903.01.25,25614.73,443.65,160.09,50040.17,No,,Daily,01 - Consumption
59561800602,BQMJ26632601180,Summit Athletic Gear,SAG,2025-03-09,2025-03-11,2025-03-19,1701 (Charleston),CNSHA (Shanghai),Ocean,ONE,MSKU6024207,XBUH7288789,CN,China,CNLGK99364,5,6505.00.8015,Knitted caps/hats,2428,DOZ,3779.97,20.7,782.45,9903.88.15,283.5,9903.01.25,755.99,31.67,4.72,1858.33,No,,Statement,06 - FTZ
59561800643,BQNK47026445630,Pacific Coast Apparel,PCA,2024-11-26,2024-11-28,2024-12-06,1001 (New York/Newark),IDTPP (Tanjung Priok),Ocean,ONE,MSKU1661401,ILPT2512187,ID,Indonesia,IDXIK36318,1,6104.63.2006,"Women's trousers, synthetic, knitted",3007,DOZ,79862.43,28.2,22521.21,,0.0,,0.0,276.64,99.83,22897.68,No,,Statement,01 - Consumption
59561800643,BQNK47026445630,Pacific Coast Apparel,PCA,2024-11-26,2024-11-28,2024-12-06,1001 (New York/Newark),IDTPP (Tanjung Priok),Ocean,ONE,MSKU1661401,ILPT2512187,ID,Indonesia,IDXIK36318,2,6205.20.2065,"Men's shirts, cotton",2427,DOZ,112110.62,19.7,22085.79,,0.0,,0.0,388.35,140.14,22614.28,No,,Statement,06 - FTZ
59561800667,BQMJ64935560740,Meridian Home Furnishings,MHF,2024-11-24,2024-11-27,2024-12-08,2704 (Los Angeles),CNSHA (Shanghai),Ocean,HAPAG-LLOYD,MSKU3073474,LRRP7232293,CN,China,CNCGA83584,1,7009.92.5000,"Glass mirrors, framed",1823,NMB,97324.03,3.9,3795.64,9903.88.15,7299.3,,0.0,337.13,121.66,11553.73,No,,Daily,06 - FTZ
59561800667,BQMJ64935560740,Meridian Home Furnishings,MHF,2024-11-24,2024-11-27,2024-12-08,2704 (Los Angeles),CNSHA (Shanghai),Ocean,HAPAG-LLOYD,MSKU3073474,LRRP7232293,CN,China,CNCGA83584,2,9401.71.0011,Upholstered metal-frame seating,1155,NMB,7279.35,0.0,0.0,,0.0,,0.0,31.67,9.1,40.77,No,,Statement,01 - Consumption
59561800667,BQMJ64935560740,Meridian Home Furnishings,MHF,2024-11-24,2024-11-27,2024-12-08,2704 (Los Angeles),CNSHA (Shanghai),Ocean,HAPAG-LLOYD,MSKU3073474,LRRP7232293,CN,China,CNCGA83584,3,9403.60.8081,"Wooden furniture, other",4413,NMB,20781.78,0.0,0.0,9903.88.15,1558.63,,0.0,71.99,25.98,1656.6,No,,Statement,06 - FTZ
59561800670,BQLP71062708334,Summit Athletic Gear,SAG,2025-01-31,2025-02-03,2025-02-12,1701 (Charleston),CNSHA (Shanghai),Ocean,EVERGREEN,MSKU7084862,CROZ7017548,CN,China,CNBHZ69600,1,6116.93.8800,"Synthetic fiber gloves, knitted",4901,DOZ/PRS,145678.45,18.6,27096.19,,0.0,9903.01.25,29135.69,504.63,182.1,56918.61,No,,Statement,01 - Consumption
59561800670,BQLP71062708334,Summit Athletic Gear,SAG,2025-01-31,2025-02-03,2025-02-12,1701 (Charleston),CNSHA (Shanghai),Ocean,EVERGREEN,MSKU7084862,CROZ7017548,CN,China,CNBHZ69600,2,6402.91.5050,"Athletic footwear, rubber/plastic outer sole",4550,PRS,31470.03,20.0,6294.01,9903.88.03,7867.51,9903.01.25,6294.01,109.01,39.34,20603.88,No,,Statement,01 - Consumption
59561800687,BQNK13721365350,Pacific Coast Apparel,PCA,2024-11-06,2024-11-07,2024-11-18,1001 (New York/Newark),BDCGP (Chittagong),Ocean,CMA CGM,MSKU4991829,PAGD8062546,BD,Bangladesh,BDNTM57453,1,6110.20.2079,"Cotton pullovers, knitted",3712,DOZ,75823.88,16.5,12510.94,,0.0,,0.0,262.65,94.78,12868.37,No,,Statement,01 - Consumption
59561800687,BQNK13721365350,Pacific Coast Apparel,PCA,2024-11-06,2024-11-07,2024-11-18,1001 (New York/Newark),BDCGP (Chittagong),Ocean,CMA CGM,MSKU4991829,PAGD8062546,BD,Bangladesh,BDNTM57453,2,6205.20.2065,"Men's shirts, cotton",265,DOZ,9593.4,19.7,1889.9,,0.0,,0.0,33.23,11.99,1935.12,No,,Daily,06 - FTZ
59561800687,BQNK13721365350,Pacific Coast Apparel,PCA,2024-11-06,2024-11-07,2024-11-18,1001 (New York/Newark),BDCGP (Chittagong),Ocean,CMA CGM,MSKU4991829,PAGD8062546,BD,Bangladesh,BDNTM57453,3,4202.22.8050,"Handbags, outer surface textile",894,NMB,73795.19,17.6,12987.95,,0.0,,0.0,255.63,92.24,13335.82,No,,Statement,01 - Consumption
59561800687,BQNK13721365350,Pacific Coast Apparel,PCA,2024-11-06,2024-11-07,2024-11-18,1001 (New York/Newark),BDCGP (Chittagong),Ocean,CMA CGM,MSKU4991829,PAGD8062546,BD,Bangladesh,BDNTM57453,4,6204.62.4011,"Women's trousers, cotton",4993,DOZ,22675.91,16.6,3764.2,,0.0,,0.0,78.55,28.34,3871.09,No,,Daily,06 - FTZ
59561800732,BQMJ99562062829,Summit Athletic Gear,SAG,2025-01-22,2025-01-25,2025-02-01,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,COSCO,MSKU8575834,XKVK2595275,VN,Vietnam,VNIIG30006,1,6211.33.0056,"Men's track suits, man-made fibers",559,DOZ,14138.11,16.0,2262.1,,0.0,,0.0,48.97,17.67,2328.74,No,,Daily,01 - Consumption
59561800732,BQMJ99562062829,Summit Athletic Gear,SAG,2025-01-22,2025-01-25,2025-02-01,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,COSCO,MSKU8575834,XKVK2595275,VN,Vietnam,VNIIG30006,2,6505.00.8015,Knitted caps/hats,3062,DOZ,121859.51,20.7,25224.92,,0.0,,0.0,422.12,152.32,25799.36,No,,Daily,01 - Consumption
59561800732,BQMJ99562062829,Summit Athletic Gear,SAG,2025-01-22,2025-01-25,2025-02-01,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,COSCO,MSKU8575834,XKVK2595275,VN,Vietnam,VNIIG30006,3,6211.33.0056,"Men's track suits, man-made fibers",2906,DOZ,131104.3,16.0,20976.69,,0.0,,0.0,454.15,163.88,21594.72,No,,Daily,01 - Consumption
59561800732,BQMJ99562062829,Summit Athletic Gear,SAG,2025-01-22,2025-01-25,2025-02-01,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,COSCO,MSKU8575834,XKVK2595275,VN,Vietnam,VNIIG30006,4,4202.92.3031,"Sports bags, outer surface textile",4928,NMB,47211.11,17.6,8309.16,,0.0,,0.0,163.54,59.01,8531.71,No,,Statement,01 - Consumption
59561800756,BQMJ47635104620,Summit Athletic Gear,SAG,2024-10-26,2024-10-28,2024-11-08,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,EVERGREEN,MSKU8199311,VZVP1440466,VN,Vietnam,VNPRS13794,1,6505.00.8015,Knitted caps/hats,2541,DOZ,138269.86,20.7,28621.86,,0.0,,0.0,478.97,172.84,29273.67,No,,Statement,01 - Consumption
59561800756,BQMJ47635104620,Summit Athletic Gear,SAG,2024-10-26,2024-10-28,2024-11-08,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,EVERGREEN,MSKU8199311,VZVP1440466,VN,Vietnam,VNPRS13794,2,9506.62.8040,Inflatable balls,3293,NMB,10903.02,0.0,0.0,,0.0,,0.0,37.77,13.63,51.4,No,,Statement,01 - Consumption
59561800778,BQNK50244071589,Summit Athletic Gear,SAG,2025-01-02,2025-01-05,2025-01-15,5301 (Houston),VNSGN (Ho Chi Minh),Ocean,MAERSK LINE,MSKU3610197,EQRH8113787,VN,Vietnam,VNMLH77154,1,6211.33.0056,"Men's track suits, man-made fibers",918,DOZ,42845.35,16.0,6855.26,,0.0,,0.0,148.42,53.56,7057.24,No,,Daily,01 - Consumption
59561800778,BQNK50244071589,Summit Athletic Gear,SAG,2025-01-02,2025-01-05,2025-01-15,5301 (Houston),VNSGN (Ho Chi Minh),Ocean,MAERSK LINE,MSKU3610197,EQRH8113787,VN,Vietnam,VNMLH77154,2,6402.91.5050,"Athletic footwear, rubber/plastic outer sole",1816,PRS,59591.88,20.0,11918.38,,0.0,,0.0,206.43,74.49,12199.3,No,,Statement,01 - Consumption
59561800799,BQMJ74457709134,Pacific Coast Apparel,PCA,2024-11-03,2024-11-05,2024-11-14,1701 (Charleston),TWKHH (Kaohsiung),Ocean,MSC,MSKU7378822,NFOR6941939,TW,Taiwan,TWBWB12456,1,6110.20.2079,"Cotton pullovers, knitted",2574,DOZ,86575.99,16.5,14285.04,,0.0,,0.0,299.9,108.22,14693.16,No,,Daily,01 - Consumption
59561800799,BQMJ74457709134,Pacific Coast Apparel,PCA,2024-11-03,2024-11-05,2024-11-14,1701 (Charleston),TWKHH (Kaohsiung),Ocean,MSC,MSKU7378822,NFOR6941939,TW,Taiwan,TWBWB12456,2,6110.20.2079,"Cotton pullovers, knitted",3328,DOZ,3618.06,16.5,596.98,,0.0,,0.0,31.67,4.52,633.17,No,,Daily,01 - Consumption
59561800799,BQMJ74457709134,Pacific Coast Apparel,PCA,2024-11-03,2024-11-05,2024-11-14,1701 (Charleston),TWKHH (Kaohsiung),Ocean,MSC,MSKU7378822,NFOR6941939,TW,Taiwan,TWBWB12456,3,6110.20.2079,"Cotton pullovers, knitted",3587,DOZ,126750.41,16.5,20913.82,,0.0,,0.0,439.06,158.44,21511.32,No,,Daily,01 - Consumption
59561800799,BQMJ74457709134,Pacific Coast Apparel,PCA,2024-11-03,2024-11-05,2024-11-14,1701 (Charleston),TWKHH (Kaohsiung),Ocean,MSC,MSKU7378822,NFOR6941939,TW,Taiwan,TWBWB12456,4,6205.20.2065,"Men's shirts, cotton",2551,DOZ,111997.82,19.7,22063.57,,0.0,,0.0,387.96,140.0,22591.53,No,,Statement,01 - Consumption
59561800822,BQNK23899668869,Summit Athletic Gear,SAG,2025-02-12,2025-02-13,2025-02-22,1001 (New York/Newark),INMAA (Chennai),Ocean,MSC,MSKU3910830,PTRE9289908,IN,India,INMOP99277,1,9506.62.8040,Inflatable balls,2657,NMB,129704.91,0.0,0.0,,0.0,9903.02.26,33723.28,449.3,162.13,34334.71,No,,Statement,06 - FTZ
59561800822,BQNK23899668869,Summit Athletic Gear,SAG,2025-02-12,2025-02-13,2025-02-22,1001 (New York/Newark),INMAA (Chennai),Ocean,MSC,MSKU3910830,PTRE9289908,IN,India,INMOP99277,2,6402.91.5050,"Athletic footwear, rubber/plastic outer sole",3851,PRS,66610.11,20.0,13322.02,,0.0,9903.02.26,17318.63,230.74,83.26,30954.65,No,,Daily,01 - Consumption
59561800822,BQNK23899668869,Summit Athletic Gear,SAG,2025-02-12,2025-02-13,2025-02-22,1001 (New York/Newark),INMAA (Chennai),Ocean,MSC,MSKU3910830,PTRE9289908,IN,India,INMOP99277,3,4202.92.3031,"Sports bags, outer surface textile",4166,NMB,11591.5,17.6,2040.1,,0.0,9903.02.26,3013.79,40.15,14.49,5108.53,No,,Statement,01 - Consumption
59561800822,BQNK23899668869,Summit Athletic Gear,SAG,2025-02-12,2025-02-13,2025-02-22,1001 (New York/Newark),INMAA (Chennai),Ocean,MSC,MSKU3910830,PTRE9289908,IN,India,INMOP99277,4,4202.92.3031,"Sports bags, outer surface textile",2361,NMB,11971.28,17.6,2106.95,,0.0,9903.02.26,3112.53,41.47,14.96,5275.91,No,,Statement,06 - FTZ
59561800822,BQNK23899668869,Summit Athletic Gear,SAG,2025-02-12,2025-02-13,2025-02-22,1001 (New York/Newark),INMAA (Chennai),Ocean,MSC,MSKU3910830,PTRE9289908,IN,India,INMOP99277,5,6211.33.0056,"Men's track suits, man-made fibers",4764,DOZ,83370.3,16.0,13339.25,,0.0,9903.02.26,21676.28,288.79,104.21,35408.53,No,,Statement,06 - FTZ
59561800822,BQNK23899668869,Summit Athletic Gear,SAG,2025-02-12,2025-02-13,2025-02-22,1001 (New York/Newark),INMAA (Chennai),Ocean,MSC,MSKU3910830,PTRE9289908,IN,India,INMOP99277,6,9506.62.8040,Inflatable balls,1552,NMB,48568.25,0.0,0.0,,0.0,9903.02.26,12627.75,168.24,60.71,12856.7,No,,Statement,01 - Consumption
59561800864,BQNK40232885232,Pacific Coast Apparel,PCA,2024-12-27,2024-12-27,2025-01-07,1701 (Charleston),CNSHA (Shanghai),Ocean,HAPAG-LLOYD,MSKU9770256,PJXK6676858,CN,China,CNRBQ53863,1,6110.20.2079,"Cotton pullovers, knitted",4580,DOZ,101917.71,16.5,16816.42,9903.88.03,25479.43,,0.0,353.04,127.4,42776.29,No,,Statement,01 - Consumption
59561800864,BQNK40232885232,Pacific Coast Apparel,PCA,2024-12-27,2024-12-27,2025-01-07,1701 (Charleston),CNSHA (Shanghai),Ocean,HAPAG-LLOYD,MSKU9770256,PJXK6676858,CN,China,CNRBQ53863,2,6204.62.4011,"Women's trousers, cotton",3220,DOZ,19778.27,16.6,3283.19,9903.88.03,4944.57,,0.0,68.51,24.72,8320.99,No,,Daily,01 - Consumption
59561800907,BQRS59428581682,Meridian Home Furnishings,MHF,2025-03-25,2025-03-25,2025-04-06,2704 (Los Angeles),INMAA (Chennai),Ocean,CMA CGM,MSKU4024309,YITE3307963,IN,India,INEHU76543,1,5702.42.2090,"Floor coverings, woven pile, of man-made fibers",4323,M2,6143.25,4.4,270.3,,0.0,9903.02.26,1597.25,31.67,7.68,1906.9,No,,Statement,06 - FTZ
59561800907,BQRS59428581682,Meridian Home Furnishings,MHF,2025-03-25,2025-03-25,2025-04-06,2704 (Los Angeles),INMAA (Chennai),Ocean,CMA CGM,MSKU4024309,YITE3307963,IN,India,INEHU76543,2,9403.60.8081,"Wooden furniture, other",1339,NMB,27536.47,0.0,0.0,,0.0,9903.02.26,7159.48,95.39,34.42,7289.29,No,,Statement,06 - FTZ
59561800907,BQRS59428581682,Meridian Home Furnishings,MHF,2025-03-25,2025-03-25,2025-04-06,2704 (Los Angeles),INMAA (Chennai),Ocean,CMA CGM,MSKU4024309,YITE3307963,IN,India,INEHU76543,3,9401.71.0011,Upholstered metal-frame seating,3375,NMB,54962.76,0.0,0.0,,0.0,9903.02.26,14290.32,190.39,68.7,14549.41,No,,Daily,01 - Consumption
59561800907,BQRS59428581682,Meridian Home Furnishings,MHF,2025-03-25,2025-03-25,2025-04-06,2704 (Los Angeles),INMAA (Chennai),Ocean,CMA CGM,MSKU4024309,YITE3307963,IN,India,INEHU76543,4,5702.42.2090,"Floor coverings, woven pile, of man-made fibers",3687,M2,35483.44,4.4,1561.27,,0.0,9903.02.26,9225.69,122.91,44.35,10954.22,No,,Daily,01 - Consumption
59561800907,BQRS59428581682,Meridian Home Furnishings,MHF,2025-03-25,2025-03-25,2025-04-06,2704 (Los Angeles),INMAA (Chennai),Ocean,CMA CGM,MSKU4024309,YITE3307963,IN,India,INEHU76543,5,9405.42.8200,"Luminaires and lighting, LED",4682,NMB,147673.75,3.9,5759.28,,0.0,9903.02.26,38395.18,511.54,184.59,44850.59,No,,Daily,06 - FTZ
59561800916,BQLP96123456461,Summit Athletic Gear,SAG,2024-11-10,2024-11-11,2024-11-22,1701 (Charleston),VNSGN (Ho Chi Minh),Ocean,HAPAG-LLOYD,MSKU2721170,SNDC3689594,VN,Vietnam,VNHXD67340,1,6116.93.8800,"Synthetic fiber gloves, knitted",3705,DOZ/PRS,132752.15,18.6,24691.9,,0.0,,0.0,459.85,165.94,25317.69,No,,Daily,01 - Consumption
59561800916,BQLP96123456461,Summit Athletic Gear,SAG,2024-11-10,2024-11-11,2024-11-22,1701 (Charleston),VNSGN (Ho Chi Minh),Ocean,HAPAG-LLOYD,MSKU2721170,SNDC3689594,VN,Vietnam,VNHXD67340,2,6211.33.0056,"Men's track suits, man-made fibers",4122,DOZ,56407.24,16.0,9025.16,,0.0,,0.0,195.39,70.51,9291.06,No,,Statement,01 - Consumption
59561800925,BQMJ77988308317,Meridian Home Furnishings,MHF,2024-10-24,2024-10-26,2024-11-03,1001 (New York/Newark),CNSHA (Shanghai),Ocean,COSCO,MSKU1088100,XAFD9854536,CN,China,CNLUG25970,1,6304.93.0000,"Furnishing articles, of synthetic fibers",3754,KGM,9889.67,9.3,919.74,9903.88.15,741.73,,0.0,34.26,12.36,1708.09,No,,Statement,01 - Consumption
59561800948,BQNK68285556853,Summit Athletic Gear,SAG,2025-01-18,2025-01-18,2025-01-29,1001 (New York/Newark),CNSHA (Shanghai),Ocean,HAPAG-LLOYD,MSKU7049927,BNNZ1341153,CN,China,CNKMQ58929,1,6402.91.5050,"Athletic footwear, rubber/plastic outer sole",2935,PRS,118383.74,20.0,23676.75,9903.88.03,29595.94,,0.0,410.08,147.98,53830.75,No,,Daily,01 - Consumption
59561800948,BQNK68285556853,Summit Athletic Gear,SAG,2025-01-18,2025-01-18,2025-01-29,1001 (New York/Newark),CNSHA (Shanghai),Ocean,HAPAG-LLOYD,MSKU7049927,BNNZ1341153,CN,China,CNKMQ58929,2,6402.91.5050,"Athletic footwear, rubber/plastic outer sole",2896,PRS,82129.05,20.0,16425.81,9903.88.03,20532.26,,0.0,284.5,102.66,37345.23,No,,Daily,06 - FTZ
59561800948,BQNK68285556853,Summit Athletic Gear,SAG,2025-01-18,2025-01-18,2025-01-29,1001 (New York/Newark),CNSHA (Shanghai),Ocean,HAPAG-LLOYD,MSKU7049927,BNNZ1341153,CN,China,CNKMQ58929,3,6505.00.8015,Knitted caps/hats,1503,DOZ,121818.9,20.7,25216.51,,0.0,,0.0,421.98,152.27,25790.76,No,,Daily,01 - Consumption
59561800968,BQRS76756808521,Pacific Coast Apparel,PCA,2024-11-21,2024-11-21,2024-11-30,5301 (Houston),CNSHA (Shanghai),Ocean,EVERGREEN,MSKU4206183,HWBR5583814,CN,China,CNDJX67637,1,6205.20.2065,"Men's shirts, cotton",2787,DOZ,146071.68,19.7,28776.12,9903.88.15,10955.38,,0.0,505.99,182.59,40420.08,No,,Daily,01 - Consumption
59561800968,BQRS76756808521,Pacific Coast Apparel,PCA,2024-11-21,2024-11-21,2024-11-30,5301 (Houston),CNSHA (Shanghai),Ocean,EVERGREEN,MSKU4206183,HWBR5583814,CN,China,CNDJX67637,2,4202.22.8050,"Handbags, outer surface textile",3487,NMB,12299.59,17.6,2164.73,9903.88.03,3074.9,,0.0,42.61,15.37,5297.61,No,,Daily,01 - Consumption
59561800968,BQRS76756808521,Pacific Coast Apparel,PCA,2024-11-21,2024-11-21,2024-11-30,5301 (Houston),CNSHA (Shanghai),Ocean,EVERGREEN,MSKU4206183,HWBR5583814,CN,China,CNDJX67637,3,6110.20.2079,"Cotton pullovers, knitted",2696,DOZ,99307.42,16.5,16385.72,9903.88.15,7448.06,,0.0,344.0,124.13,24301.91,No,,Daily,01 - Consumption
59561800968,BQRS76756808521,Pacific Coast Apparel,PCA,2024-11-21,2024-11-21,2024-11-30,5301 (Houston),CNSHA (Shanghai),Ocean,EVERGREEN,MSKU4206183,HWBR5583814,CN,China,CNDJX67637,4,6205.20.2065,"Men's shirts, cotton",356,DOZ,109158.75,19.7,21504.27,9903.88.15,8186.91,,0.0,378.13,136.45,30205.76,No,,Statement,01 - Consumption
59561800968,BQRS76756808521,Pacific Coast Apparel,PCA,2024-11-21,2024-11-21,2024-11-30,5301 (Houston),CNSHA (Shanghai),Ocean,EVERGREEN,MSKU4206183,HWBR5583814,CN,China,CNDJX67637,5,4202.22.8050,"Handbags, outer surface textile",3337,NMB,54815.01,17.6,9647.44,9903.88.03,13703.75,,0.0,189.88,68.52,23609.59,No,,Statement,06 - FTZ
59561800968,BQRS76756808521,Pacific Coast Apparel,PCA,2024-11-21,2024-11-21,2024-11-30,5301 (Houston),CNSHA (Shanghai),Ocean,EVERGREEN,MSKU4206183,HWBR5583814,CN,China,CNDJX67637,6,6110.20.2079,"Cotton pullovers, knitted",1044,DOZ,10551.39,16.5,1740.98,9903.88.15,791.35,,0.0,36.55,13.19,2582.07,No,,Statement,01 - Consumption
59561801017,BQMJ29644844463,Summit Athletic Gear,SAG,2025-01-01,2025-01-03,2025-01-13,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,COSCO,MSKU6274512,QGCT9372568,VN,Vietnam,VNNXD44116,1,6116.93.8800,"Synthetic fiber gloves, knitted",2349,DOZ/PRS,104250.11,18.6,19390.52,,0.0,,0.0,361.12,130.31,19881.95,No,,Statement,01 - Consumption
59561801017,BQMJ29644844463,Summit Athletic Gear,SAG,2025-01-01,2025-01-03,2025-01-13,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,COSCO,MSKU6274512,QGCT9372568,VN,Vietnam,VNNXD44116,2,6116.93.8800,"Synthetic fiber gloves, knitted",616,DOZ/PRS,68080.38,18.6,12662.95,,0.0,,0.0,235.83,85.1,12983.88,No,,Daily,01 - Consumption
59561801017,BQMJ29644844463,Summit Athletic Gear,SAG,2025-01-01,2025-01-03,2025-01-13,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,COSCO,MSKU6274512,QGCT9372568,VN,Vietnam,VNNXD44116,3,6505.00.8015,Knitted caps/hats,2628,DOZ,100342.05,20.7,20770.8,,0.0,,0.0,347.58,125.43,21243.81,No,,Daily,01 - Consumption
59561801017,BQMJ29644844463,Summit Athletic Gear,SAG,2025-01-01,2025-01-03,2025-01-13,2809 (Long Beach),VNSGN (Ho Chi Minh),Ocean,COSCO,MSKU6274512,QGCT9372568,VN,Vietnam,VNNXD44116,4,6116.93.8800,"Synthetic fiber gloves, knitted",1436,DOZ/PRS,119157.61,18.6,22163.32,,0.0,,0.0,412.76,148.95,22725.03,No,,Statement,01 - Consumption
